candidate_id,proposal_index,alpha_hip_deg,alpha_knee_deg,alpha_phase,hip_min_deg,hip_max_deg,hip_range_deg,knee_min_deg,knee_max_deg,knee_range_deg,cycle_duration_s,flexion_duration_s,extension_duration_s,joint_space_path_length_deg,normalized_joint_space_path_length,signed_qspace_area_deg2,absolute_qspace_area_deg2,flexion_coordination_slope,extension_coordination_slope,flexion_midpoint_lag_s,extension_midpoint_lag_s,hip_peak_abs_dq_deg_s,knee_peak_abs_dq_deg_s,hip_rms_dq_deg_s,knee_rms_dq_deg_s,hip_peak_abs_ddq_deg_s2,knee_peak_abs_ddq_deg_s2,hip_rms_ddq_deg_s2,knee_rms_ddq_deg_s2,q_closure_error_rad,dq_closure_error_rad_s,ddq_closure_error_rad_s2,finite,qspace_rms_deviation_from_reference_deg,qspace_peak_deviation_from_reference_deg,phase_warp_min_derivative,phase_warp_max_derivative
MYOLEG_V2_P00000,0,-5.0,-5.0,-0.03,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734577741,114.50096514137805,96.18006779560064,24.0,13.6,10.348,254.4603555507719,2.0536541674348334,908.3768312374859,908.3768312374859,1.2257981274332794,1.2294520267171305,-0.35607362116746266,1.0608381292380749,20.79958485871499,27.14966472658983,8.667579733038428,11.137750590888334,14.342735593476474,15.375904015725414,4.640232244756563,5.859906087405428,0.0,0.0,0.0,True,4.738887358167584,7.072136903292713,0.8969656089543516,1.1030343910456484
MYOLEG_V2_P00001,1,-5.0,-5.0,-0.0275,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734563886,114.50096258687248,96.18006524123362,24.0,13.6,10.348,254.36585803680174,2.052891546264722,889.3033424880075,889.3033424880075,1.225849774039427,1.2299812818853637,-0.3636236874137415,1.0479291641859056,20.79958485871499,27.068540653439204,8.667579733038428,11.141965161264483,14.342735593476474,15.986858081997786,4.640232244756563,5.863862074484561,0.0,0.0,0.0,True,4.715704937689384,7.071138637742582,0.9055518082081557,1.0944481917918443
MYOLEG_V2_P00002,2,-5.0,-5.0,-0.025,28.909336160834915,107.02543858098251,78.1161024201476,18.320897345500313,114.50096002766001,96.1800626821597,24.0,13.6,10.348,254.27450158545545,2.0521542754708118,870.2518515111668,870.2518515111668,1.2258986103171963,1.23050789840895,-0.3710614762440221,1.0347964631422713,20.79958485871499,26.95997049508207,8.667579733038428,11.146664450488256,14.342735593476474,15.269853247327978,4.640232244756563,5.848289029240754,0.0,0.0,0.0,True,4.695711730846239,7.071067811865485,0.9141380074619597,1.0858619925380402
MYOLEG_V2_P00003,3,-5.0,-5.0,-0.0225,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734536176,114.50095746374883,96.18006011838708,24.0,13.6,10.348,254.18629155121843,2.0514423982681973,851.2227982102412,851.2227982102412,1.2259447018444227,1.2310318547283101,-0.3783892592149867,1.0216446218822846,20.79958485871499,26.897992525430578,8.667579733038428,11.151837750476242,14.342735593476474,15.916508669745555,4.640232244756563,5.85657748386597,0.0,0.0,0.0,True,4.6789298506522075,7.071067811865485,0.9227242067157637,1.0772757932842363
MYOLEG_V2_P00004,4,-5.0,-5.0,-0.02,28.909336160834915,107.02543858098251,78.1161024201476,18.320897345223216,114.50095489514702,96.1800575499238,24.0,13.6,10.348,254.1012160611889,2.0507558188361896,832.2166356463295,832.2166356463295,1.2259881062941194,1.2315531291369015,-0.3856093617623202,1.0084254976337519,20.79958485871499,26.851673559278964,8.667579733038428,11.157449707094843,14.342735593476474,15.29573764218122,4.640232244756563,5.882970820991947,0.0,0.0,0.0,True,4.66537497697439,7.071067811865485,0.9313104059695678,1.0686895940304322
MYOLEG_V2_P00005,5,-5.0,-5.0,-0.0175,28.909336160834915,107.02543858098251,78.1161024201476,18.320897345084678,114.50095232186277,96.1800549767781,24.0,13.6,10.348,254.01925511254143,2.0500943757405232,813.23390488584,813.23390488584,1.2260288762646008,1.2320716982424513,-0.39272391779574356,0.9949825321100683,20.79958485871499,26.781778899191128,8.667579733038428,11.16352234140191,14.342735593476474,15.260333081821958,4.640232244756563,5.881321527352555,0.0,0.0,0.0,True,4.655056280031011,7.071067811865485,0.9398966052233718,1.060103394776628
MYOLEG_V2_P00006,6,-5.0,-5.0,-0.015,28.909336160834915,107.02543858098251,78.1161024201476,18.320897344946133,114.50094974390417,96.18005239895804,24.0,13.6,10.348,253.94042107686136,2.0494581688286897,794.2750795643915,794.2750795643915,1.2260670688751492,1.2325875436983649,-0.3997348096643263,0.9813137677079986,20.79958485871499,26.715822749378372,8.667579733038428,11.170052388044704,14.342735593476474,15.380835566321771,4.640232244756563,5.882336167797342,0.0,0.0,0.0,True,4.6479759939893155,7.071067811865485,0.9484828044771758,1.0515171955228242
MYOLEG_V2_P00007,7,-5.0,-5.0,-0.0125,28.909336160834915,107.02543858098251,78.1161024201476,18.320897344807598,114.50094716127937,96.18004981647178,24.0,13.6,10.348,253.86472605339048,2.0488472957502086,775.3406790805226,775.3406790805226,1.2261027437821095,1.2331006478712323,-0.4066436832283369,0.9676875143599801,20.79958485871499,26.703110367055064,8.667579733038428,11.177020918560812,14.342735593476474,15.99079986962864,4.640232244756563,5.910691619944605,0.0,0.0,0.0,True,4.644129343678252,7.071067811865485,0.9570690037309799,1.04293099626902
MYOLEG_V2_P00008,8,-5.0,-5.0,-0.01,28.909336160834915,107.02543858098251,78.1161024201476,18.320897344669067,114.50094457399655,96.18004722932749,24.0,13.6,10.348,253.79214602245932,2.0482615626523755,756.4311871597076,756.4311871597076,1.2261359637458795,1.2336109945932014,-0.41342978607829917,0.9539587040494268,20.79958485871499,26.66762582020413,8.667579733038428,11.18444511070168,14.342735593476474,16.010483693619005,4.640232244756563,5.948017939310399,0.0,0.0,0.0,True,4.643504401781932,7.071067811865485,0.9656552029847839,1.0343447970152162
MYOLEG_V2_P00009,9,-5.0,-5.0,-0.0075,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734453054,114.50094198206382,96.18004463753329,24.0,13.6,10.348,253.72266868945854,2.0477008703110586,737.5471151365404,737.5471151365404,1.2261667878745852,1.2341185667380803,-0.42010924796550153,0.9400066318033993,20.79958485871499,26.607643865871843,8.667579733038428,11.192316993093485,14.342735593476474,16.024158816329226,4.640232244756563,5.9315585243156494,0.0,0.0,0.0,True,4.646082324875542,7.0710678118654675,0.9742414022385879,1.025758597761412
MYOLEG_V2_P00010,10,-5.0,-5.0,-0.005,28.909336160834915,107.02543858098251,78.1161024201476,18.320897344392012,114.5009393854893,96.1800420410973,24.0,13.6,10.348,253.65634350783117,2.0471656178475945,718.6889880878515,718.6889880878515,1.2261952755754748,1.2346233498533883,-0.42669893052341035,0.9258299108255628,20.79958485871499,26.627366015175213,8.667579733038428,11.20063127449586,14.342735593476474,16.031744006307328,4.640232244756563,5.939827247189261,0.0,0.0,0.0,True,4.651837508617614,7.0710678118654675,0.9828276014923919,1.017172398507608
MYOLEG_V2_P00011,11,-5.0,-5.0,-0.0025,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734425349,114.50093678428114,96.18003944002766,24.0,13.6,10.348,253.59320180044818,2.0466560580582707,699.8573353853423,699.8573353853423,1.2262214886900644,1.2351253306130006,-0.4332007551996826,0.9118255309229468,20.79958485871499,26.624994069498893,8.667579733038428,11.209374796690199,14.342735593476474,16.090832719558257,4.640232244756563,5.989619895073627,0.0,0.0,0.0,True,4.660737659547032,7.0710678118654675,0.991413800746196,1.008586199253804
MYOLEG_V2_P00012,12,-5.0,-5.0,-0.0,28.909336160834915,107.02543858098251,78.1161024201476,18.320897344114965,114.50093417844752,96.18003683433255,24.0,13.6,10.348,253.53320428981993,2.0461718739502337,681.0526864423566,681.0526864423566,1.2262454890845835,1.235624495696476,-0.4396164029834937,0.8976265026148447,20.79958485871499,26.599852094462957,8.667579733038428,11.218547348219262,14.342735593476474,16.97205676436531,4.640232244756563,6.080281899944241,0.0,0.0,0.0,True,4.672744093239521,7.0710678118654675,1.0,1.0
MYOLEG_V2_P00013,13,-5.0,-5.0,0.0025,28.909336160834915,107.02543858098251,78.1161024201476,18.320897343976444,114.50093156799656,96.18003422402012,24.0,13.6,10.348,253.47629016901217,2.045712574774499,662.2755688511065,662.2755688511065,1.2262673389297791,1.2361208325979107,-0.4459473929156479,0.883208178859423,20.79958485871499,26.625952187024744,8.667579733038428,11.228159421846227,14.342735593476474,17.01051061704926,4.640232244756563,6.03935118335931,0.0,0.0,0.0,True,4.687812056191063,7.0710678118654675,0.991413800746196,1.008586199253804
MYOLEG_V2_P00014,14,-5.0,-5.0,0.005,28.909336160834915,107.02543858098251,78.1161024201476,18.320897343837927,114.5009289529366,96.18003160909868,24.0,13.6,10.348,253.4224648932793,2.0452782045594637,643.5265029191278,643.5265029191278,1.2262871016144619,1.2366143320695373,-0.4521953016046911,0.868706960176155,20.79958485871499,26.694664011773884,8.667579733038428,11.238199293633313,14.342735593476474,17.043270161633856,4.640232244756563,6.038406614748128,0.0,0.0,0.0,True,4.705891109301821,7.0710678118654675,0.9828276014923919,1.017172398507608
MYOLEG_V2_P00015,15,-5.0,-5.0,0.0075,28.909336160834915,107.02543858098251,78.1161024201476,18.320897343699418,114.5009263332761,96.18002898957668,24.0,13.6,10.348,253.37171814161127,2.044868680009183,624.8060071328006,624.8060071328006,1.2263048408319581,1.2371049856781193,-0.45836159838871193,0.8543055238846229,20.79958485871499,26.74173915249726,8.667579733038428,11.248651842485565,14.342735593476474,17.070251646663987,4.640232244756563,6.07787031696193,0.0,0.0,0.0,True,4.7269255465986415,7.0710678118654675,0.9742414022385879,1.025758597761412
MYOLEG_V2_P00016,16,-5.0,-5.0,0.01,28.909336160834915,107.02543858098251,78.1161024201476,18.320897343560908,114.50092370902338,96.18002636546248,24.0,13.6,10.348,253.32396331768896,2.044483302238118,606.1145995684677,606.1145995684677,1.226320620318729,1.2375927850011925,-0.46444759218481746,0.8396940996965476,20.79958485871499,26.742084013845606,8.667579733038428,11.25951518964324,14.342735593476474,17.091371320691344,4.640232244756563,6.1429547312925195,0.0,0.0,0.0,True,4.750854833251264,7.0710678118654675,0.9656552029847839,1.0343447970152162
