t,trajectory_type,trajectory_variant,x,y,z,rx,ry,rz,vx,vy,vz,ax,ay,az,j1,j2,j3,j4,j5,j6,dj1,dj2,dj3,dj4,dj5,dj6,fx,fy,fz,tx,ty,tz,Mx,My,Mz,Bx,By,Bz,Kx,Ky,Kz,mode,comfort
0.0007,rehab,medium,80.22134512540931,-666.6348813172955,262.4758538413242,-177.65185802244497,0.292001138909223,-149.85180710008896,0.7828,0.1378,-0.7233,-29.4451,-4.6865,31.1422,84.42838838785002,30.063780982895654,85.69199968092512,-27.52303229437934,-89.11314222547743,-35.81678602430556,-0.0,0.05441495687654703,-0.007389937296952352,-0.01312255859375,0.06785074869791667,0.06785074869791667,-2.7564,-0.3926,-2.9223,-0.07825,0.03786,0.06178,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.0207,rehab,medium,80.2204933226527,-666.6347989747896,262.47614568242057,-177.65184836675317,0.2919941505660338,-149.851881708122,0.4609,0.0839,-0.4334,-26.9794,-4.1542,26.638,84.42831360467589,30.063740192073407,85.69202007633625,-27.523023817274304,-89.11314222547743,-35.81678602430556,-0.05441495687654703,-0.05441495687654703,0.01779159696975557,-0.007103814019097222,-0.0,0.06785074869791667,-2.7264,-0.3188,-3.0404,-0.06299,0.03471,0.06886,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.0409,rehab,medium,80.21921440685246,-666.6349186957531,262.4770979602895,-177.65177471382813,0.29193111267319344,-149.85199903828328,-0.1472,-0.0111,0.1092,-22.7224,-3.1205,18.9725,84.4282048291499,30.063672207369663,85.69199968092512,-27.52303229437934,-89.11315070258246,-35.81677754720052,-0.0,0.05441495687654703,-0.00789982257503094,-0.022828843858506944,-0.0,-0.0,-2.6894,-0.3373,-2.3026,-0.08924,0.03262,0.06097,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.0609,rehab,medium,80.21843404438926,-666.6349019751652,262.47751225029793,-177.6517471696967,0.2919115993913572,-149.85207536454487,-0.6634,-0.0775,0.5591,-19.4856,-2.1171,13.8324,84.42813684444616,30.063631416547416,85.6920064793955,-27.52303229437934,-89.11315070258246,-35.81676907009548,-0.0,-0.0,0.0016384313602258664,-0.003085666232638889,0.06785074869791667,0.06785074869791667,-2.953,-0.2553,-2.4733,-0.07619,0.03602,0.06488,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.0811,rehab,medium,80.21335403302818,-666.6350362096703,262.48065039140147,-177.6515309626597,0.2917667040961989,-149.85251580470347,-1.1122,-0.1181,0.9378,-17.1783,-1.1041,11.035,84.42769494387183,30.063366276202814,85.69198608398438,-27.523006863064236,-89.11314222547743,-35.81676907009548,-0.05441495687654703,-0.0,-0.018566622592435026,-0.006357828776041666,0.06785074869791667,-0.0,-2.8837,-0.4126,-3.0542,-0.08573,0.03426,0.06703,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.101,rehab,medium,80.1975793884246,-666.6354527830266,262.492739760726,-177.6506922824145,0.2911535395414411,-149.8538698204108,-1.3086,-0.1149,1.0309,-15.1098,-0.1372,10.407,84.42632845132658,30.062387296468906,85.69185011457688,-27.522930569118923,-89.11315070258246,-35.81677754720052,-0.10882991375309406,-0.10882991375309406,-0.02695593503442141,-0.0,-0.0,-0.06785074869791667,-2.818,-0.3111,-3.2276,-0.06925,0.03389,0.06665,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.1218,rehab,medium,80.1394327002953,-666.6408453059728,262.54287601755607,-177.64731129788234,0.28872886316034657,-149.8588238166937,-1.5958,-0.0864,1.1779,-13.1586,1.3094,11.7993,84.42131797866065,30.058899681166846,85.69027966792041,-27.52203199598524,-89.11315070258246,-35.81681145562066,-0.2720815828531095,-0.16324487062964108,-0.10010067779238861,0.1048702663845486,-0.0,-0.0,-2.8724,-0.3882,-2.493,-0.0769,0.02744,0.06256,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.1407,rehab,medium,80.10044027577496,-666.6450298130833,262.5759386159782,-177.6458022574038,0.28764439240022505,-149.86188448402828,-1.8812,-0.0697,1.3841,-13.6983,2.4932,16.4525,84.41795953429572,30.05675136452854,85.6886616319713,-27.520116170247395,-89.11315070258246,-35.81708272298177,-0.2176666259765625,-0.10882991375309406,-0.08106496074412128,0.13009813096788195,-0.06785074869791667,-0.06785074869791667,-2.6961,-0.3073,-2.7938,-0.06434,0.03038,0.06852,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.1608,rehab,medium,80.06416786778779,-666.6465627421669,262.60527884136434,-177.64537307223276,0.287282378062608,-149.86319971824818,-2.1619,-0.0373,1.7475,-18.3906,2.847,26.2645,84.41481184251238,30.054657435653233,85.68711837919632,-27.516988118489582,-89.11315070258246,-35.81887986924913,-0.16324487062964108,-0.16324487062964108,-0.1006445554223391,0.2705213758680555,-0.0,-0.06785074869791667,-2.8397,-0.3278,-2.8197,-0.05844,0.01437,0.06768,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.181,rehab,medium,80.01942159774532,-666.6433166016532,262.63440290549613,-177.64764739490212,0.28880438356549804,-149.86188969434667,-2.7103,0.0307,2.5476,-28.8868,2.6736,41.5472,84.41086872969524,30.052175993966586,85.68500405490988,-27.509511311848957,-89.1131083170573,-35.824059380425346,-0.16324487062964108,-0.10882991375309406,-0.08191476954091893,0.3843010796440972,-0.06785074869791667,-0.339262220594618,-2.7952,-0.3998,-2.5118,-0.06605,0.02507,0.06495,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.201,rehab,medium,79.98889818174396,-666.640031448834,262.65845402519517,-177.65001209891815,0.2904079264971143,-149.8598051161497,-3.032,0.123,3.1973,-40.882,2.2001,56.0993,84.40816293848623,30.050204437558012,85.6829033275642,-27.502449883355034,-89.11306593153212,-35.82878112792969,-0.16324487062964108,-0.16324487062964108,-0.14157134707611385,0.4879167344835069,-0.0,-0.339262220594618,-2.7003,-0.3968,-2.1671,-0.05589,0.02329,0.05785,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.2216,rehab,medium,79.89686773005269,-666.638598518375,262.7567958215083,-177.65229875430575,0.2919910570029878,-149.8565745469021,-4.0615,0.1895,4.6162,-54.5206,1.5953,69.5067,84.40007275874072,30.043256400835396,85.67583971684522,-27.485343085394966,-89.11283704969618,-35.83992004394531,-0.435333251953125,-0.3809114966062036,-0.3255719477587407,0.7766808403862847,-0.0,-0.4749637179904514,-2.6531,-0.4173,-1.859,-0.05881,0.00892,0.05788,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
0.2409,rehab,medium,79.81927132492413,-666.6380155642329,262.84784156237185,-177.6526887596011,0.2923073679566292,-149.854873546571,-5.4027,0.1791,6.2858,-68.4177,0.7133,79.5077,84.39325389295522,30.036831846331605,85.67007461396774,-27.472415500217014,-89.1125996907552,-35.84829542371962,-0.489748208829672,-0.489748208829672,-0.4130614630066522,0.8484734429253472,-0.0,-0.6106736924913194,-2.6648,-0.5191,-1.8998,-0.063,0.01374,0.05479,0.0008361015352420509,0.0009996180888265371,0.0009686237317509949,0.0004270822391845286,0.0004998252261430025,0.00041305404738523066,0.011588635854423046,0.010569712147116661,0.011607937514781952,passive,0
