t,trajectory_type,trajectory_variant,x,y,z,rx,ry,rz,vx,vy,vz,ax,ay,az,j1,j2,j3,j4,j5,j6,dj1,dj2,dj3,dj4,dj5,dj6,fx,fy,fz,tx,ty,tz,Mx,My,Mz,Bx,By,Bz,Kx,Ky,Kz,mode,comfort
0.0008,rehab,small_fast,80.22336402378967,-666.6347100022771,262.4751955106724,-177.6519263632555,0.29203325202856983,-149.85173259801178,0.6389,0.1339,-0.6731,-23.6708,-4.1658,32.7257,84.42856514807976,30.063835370658648,85.69199968092512,-27.52301534016927,-89.1131591796875,-35.816684299045136,-0.0,-0.05441495687654703,0.004446199624845297,0.0003306070963541667,-0.0,-0.0,-1.1643,-2.1406,-0.6502,0.01907,0.00463,0.00734,0.0009044685866683722,0.0010022870264947414,0.0009730266174301505,0.0004208328318782151,0.0005016982322558761,0.0005914793582633138,0.011742024682462215,0.008622992783784866,0.008466513827443123,passive,1
0.0209,rehab,small_fast,80.22314601013109,-666.6346991974602,262.4754292468025,-177.65190488532224,0.29202856014348827,-149.85176110634688,0.4068,0.0842,-0.4032,-21.8353,-3.7322,27.6498,84.42854475266863,30.063814975247524,85.69199968092512,-27.52301534016927,-89.11315070258246,-35.8166758219401,-0.0,-0.05441495687654703,0.01991951819693688,0.032738579644097224,-0.0,-0.0,-1.0879,-2.0965,0.6643,0.0043,-0.00845,-0.00134,0.0009044685866683722,0.0010022870264947414,0.0009730266174301505,0.0004208328318782151,0.0005016982322558761,0.0005914793582633138,0.011742024682462215,0.008622992783784866,0.008466513827443123,passive,1
0.0409,rehab,small_fast,80.22307541534204,-666.6346145755048,262.4760691489949,-177.65185390076064,0.29199219042151825,-149.85177625859734,-0.0426,-0.0024,0.1009,-18.6438,-2.8521,18.8519,84.42853795419825,30.06376058748453,85.69199968092512,-27.523023817274304,-89.11315070258246,-35.81666734483507,0.05441495687654703,-0.0,-0.015242170579362623,0.0228118896484375,-0.0,-0.0,-0.9205,-2.1001,-0.4968,0.02762,-0.01484,0.00576,0.0009044685866683722,0.0010022870264947414,0.0009730266174301505,0.0004208328318782151,0.0005016982322558761,0.0005914793582633138,0.011742024682462215,0.008622992783784866,0.008466513827443123,passive,1
0.061,rehab,small_fast,80.2228216748266,-666.6344872746947,262.47671600359797,-177.6518196789517,0.2919466864889096,-149.85179702767266,-0.4651,-0.064,0.5376,-16.4774,-1.9558,12.7839,84.42851755878714,30.06369940125116,85.6920064793955,-27.523023817274304,-89.11316765679253,-35.81666734483507,-0.0,-0.05441495687654703,0.00025834187422648513,0.002856784396701389,-0.06785074869791667,-0.0,-1.1267,-2.0825,0.0134,0.01576,-0.01291,0.00652,0.0009044685866683722,0.0010022870264947414,0.0009730266174301505,0.0004208328318782151,0.0005016982322558761,0.0005914793582633138,0.011742024682462215,0.008622992783784866,0.008466513827443123,passive,1
0.0812,rehab,small_fast,80.2191924218816,-666.6343157741792,262.48173285216086,-177.65144677705226,0.29169991178365146,-149.85212287765418,-0.8793,-0.1023,0.9253,-15.7194,-1.07,9.7353,84.42819803067954,30.063291493028697,85.69195889010288,-27.52301534016927,-89.11315070258246,-35.816658867730034,-0.05441495687654703,-0.0,-0.019205678807626855,-0.03067864312065972,-0.0,-0.0,-1.1368,-1.8631,0.2368,0.02699,-0.00405,0.00448,0.0009044685866683722,0.0010022870264947414,0.0009730266174301505,0.0004208328318782151,0.0005016982322558761,0.0005914793582633138,0.011742024682462215,0.008622992783784866,0.008466513827443123,passive,1
0.1008,rehab,small_fast,80.20525370546024,-666.6346586289377,262.49665729026026,-177.65039632547365,0.29095591920855746,-149.85331869291585,-1.1449,-0.0962,1.0735,-14.7184,-0.1865,8.6896,84.42745699740873,30.06253686281714,85.69182971916577,-27.522930569118923,-89.11315070258246,-35.81666734483507,-0.10882991375309406,-0.10882991375309406,0.01613956866878094,0.024049546983506944,-0.06785074869791667,0.06785074869791667,-1.246,-1.7878,0.3095,0.01321,-0.00653,0.00818,0.0009044685866683722,0.0010022870264947414,0.0009730266174301505,0.0004208328318782151,0.0005016982322558761,0.0005914793582633138,0.011742024682462215,0.008622992783784866,0.008466513827443123,passive,1
0.1212,rehab,small_fast,80.17127842775824,-666.6383068441213,262.5306823284302,-177.648066699853,0.2892822536650668,-149.8561167052981,-1.4711,-0.0674,1.217,-15.2633,1.0943,11.0288,84.4240645606919,30.05985146701926,85.69051761438351,-27.522286309136284,-89.11314222547743,-35.81677754720052,-0.2176666259765625,-0.16324487062964108,-0.08606863493966584,0.07139417860243055,-0.0,-0.0,-1.2718,-1.8869,0.0187,0.01051,-0.0027,0.00418,0.0009044685866683722,0.0010022870264947414,0.0009730266174301505,0.0004208328318782151,0.0005016982322558761,0.0005914793582633138,0.011742024682462215,0.008622992783784866,0.008466513827443123,passive,1
0.1409,rehab,small_fast,80.11822619948668,-666.6441644698481,262.5802183645764,-177.6458174862183,0.28764107612737244,-149.8595691185796,-1.8175,-0.0587,1.4196,-19.4673,2.1811,18.6103,84.41949598860032,30.056662984413677,85.68803617269685,-27.51937018500434,-89.11314222547743,-35.81785413953993,-0.16324487062964108,-0.10882991375309406,-0.10620570418858293,0.1762813991970486,-0.0,-0.13570149739583334,-1.2995,-1.9527,-0.7928,0.01681,-0.00497,0.01166,0.0009044685866683722,0.0010022870264947414,0.0009730266174301505,0.0004208328318782151,0.0005016982322558761,0.0005914793582633138,0.011742024682462215,0.008622992783784866,0.008466513827443123,passive,1
0.1608,rehab,small_fast,80.0836880860789,-666.6447025688005,262.60831226296034,-177.64572241040182,0.2874925560310639,-149.86028163663215,-2.1446,-0.0388,1.7137,-26.946,2.4702,31.3987,84.41649106469485,30.054582652479116,85.6865405092145,-27.515894571940102,-89.11315070258246,-35.820109049479164,-0.16324487062964108,-0.10882991375309406,-0.07988202689897896,0.2727593315972222,-0.06785074869791667,-0.20355224609375,-1.3252,-1.8093,-0.6188,0.02921,-0.00202,0.01381,0.0009044685866683722,0.0010022870264947414,0.0009730266174301505,0.0004208328318782151,0.0005016982322558761,0.0005914793582633138,0.011742024682462215,0.008622992783784866,0.008466513827443123,passive,1
0.1808,rehab,small_fast,80.03474704162949,-666.6403833447142,262.63782243713723,-177.64834492412092,0.2892461413503537,-149.85907819568698,-2.5203,0.0231,2.2416,-36.5574,2.2197,46.2958,84.41217403600712,30.051924450562733,85.6844941696318,-27.50788370768229,-89.11311679416232,-35.82555135091146,-0.2176666259765625,-0.10882991375309406,-0.11920437954439975,0.4032050238715278,-0.0,-0.339262220594618,-1.2334,-1.8947,-0.1526,0.0207,-0.01825,0.01165,0.0009044685866683722,0.0010022870264947414,0.0009730266174301505,0.0004208328318782151,0.0005016982322558761,0.0005914793582633138,0.011742024682462215,0.008622992783784866,0.008466513827443123,passive,1
