t,trajectory_type,trajectory_variant,x,y,z,rx,ry,rz,vx,vy,vz,ax,ay,az,j1,j2,j3,j4,j5,j6,dj1,dj2,dj3,dj4,dj5,dj6,fx,fy,fz,tx,ty,tz,Mx,My,Mz,Bx,By,Bz,Kx,Ky,Kz,mode,comfort
0.0,rehab,unsafe_sim_range_over_joint,80.2138,-666.6341,262.4799,0.0,90.0,0.0,-170.056,0.0,171.9661,-106.0967,-0.0,-110.5532,44.2295,0.0,0.0,0.0,0.0,0.0,46.3897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.02,rehab,unsafe_sim_range_over_joint,76.812,-666.6341,265.9182,0.0,90.0,0.0,-171.4047,0.0,170.5076,-108.3359,-0.0,-119.604,45.1573,0.0,0.0,0.0,0.0,0.0,46.3766,0.0,0.0,0.0,0.0,0.0,0.2639,0.2261,31.9978,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.04,rehab,unsafe_sim_range_over_joint,73.357,-666.6341,269.2992,0.0,90.0,0.0,-174.0183,0.0,167.5385,-111.5028,-0.0,-136.3735,46.0845,0.0,0.0,0.0,0.0,0.0,46.3377,0.0,0.0,0.0,0.0,0.0,0.5276,0.4517,31.9911,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.06,rehab,unsafe_sim_range_over_joint,69.8516,-666.6341,272.6202,0.0,90.0,0.0,-176.4641,-0.0,164.4656,-112.0463,-0.0,-150.4784,47.0108,0.0,0.0,0.0,0.0,0.0,46.2733,0.0,0.0,0.0,0.0,0.0,0.791,0.6763,31.98,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.08,rehab,unsafe_sim_range_over_joint,66.2989,-666.6341,275.8786,0.0,90.0,0.0,-178.7421,-0.0,161.2886,-109.9664,-0.0,-161.9189,47.9355,0.0,0.0,0.0,0.0,0.0,46.1833,0.0,0.0,0.0,0.0,0.0,1.054,0.8994,31.9645,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.1,rehab,unsafe_sim_range_over_joint,62.7022,-666.6341,279.0723,0.0,90.0,0.0,-180.8544,-0.0,158.0036,-105.7793,0.0,-171.2284,48.8581,0.0,0.0,0.0,0.0,0.0,46.0677,0.0,0.0,0.0,0.0,0.0,1.3164,1.1205,31.9445,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.12,rehab,unsafe_sim_range_over_joint,59.0648,-666.6341,282.1989,0.0,90.0,0.0,-182.8025,0.0,154.6084,-95.9868,0.0,-174.9779,49.7782,0.0,0.0,0.0,0.0,0.0,45.9265,0.0,0.0,0.0,0.0,0.0,1.5781,1.3392,31.9202,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.14,rehab,unsafe_sim_range_over_joint,55.3901,-666.6341,285.2566,0.0,90.0,0.0,-184.5802,0.0,151.1134,-84.2919,0.0,-176.7381,50.6952,0.0,0.0,0.0,0.0,0.0,45.7597,0.0,0.0,0.0,0.0,0.0,1.8389,1.5548,31.8914,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.16,rehab,unsafe_sim_range_over_joint,51.6816,-666.6341,288.2435,0.0,90.0,0.0,-186.18,0.0,147.5306,-75.3908,0.0,-181.0481,51.6086,0.0,0.0,0.0,0.0,0.0,45.5676,0.0,0.0,0.0,0.0,0.0,2.0987,1.767,31.8583,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.18,rehab,unsafe_sim_range_over_joint,47.9428,-666.6341,291.1579,0.0,90.0,0.0,-187.5978,0.0,143.8686,-66.2549,0.0,-184.8811,52.5179,0.0,0.0,0.0,0.0,0.0,45.3501,0.0,0.0,0.0,0.0,0.0,2.3573,1.9753,31.8208,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.2,rehab,unsafe_sim_range_over_joint,44.1776,-666.6341,293.9982,0.0,90.0,0.0,-188.8298,0.0,140.1358,-56.8941,-0.0,-188.212,53.4226,0.0,0.0,0.0,0.0,0.0,45.1075,0.0,0.0,0.0,0.0,0.0,2.6146,2.1792,31.779,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
0.22,rehab,unsafe_sim_range_over_joint,40.3896,-666.6341,296.7633,0.0,90.0,0.0,-189.8728,0.0,136.341,-47.3596,-0.0,-191.0802,54.3222,0.0,0.0,0.0,0.0,0.0,44.8399,0.0,0.0,0.0,0.0,0.0,2.8704,2.3782,31.7328,0.0,0.0,0.0,0.002,0.002,0.002,0.0015,0.0015,0.0015,0.04,0.04,0.04,synthetic_risk,2
