t,trajectory_type,trajectory_variant,x,y,z,rx,ry,rz,vx,vy,vz,ax,ay,az,j1,j2,j3,j4,j5,j6,dj1,dj2,dj3,dj4,dj5,dj6,fx,fy,fz,tx,ty,tz,Mx,My,Mz,Bx,By,Bz,Kx,Ky,Kz,mode,comfort
0.0009,rehab,large_slow,80.22206743462452,-666.6340344471105,262.47848562125665,-177.65169063779868,0.2918939447454611,-149.851827683042,0.5551,0.2055,-0.2508,-19.2881,-7.6203,11.6991,84.42844277561301,30.063515842551052,85.69204727021774,-27.52301534016927,-89.11313374837239,-35.816709730360245,-0.0,-0.05441495687654703,0.016037591613165224,0.023913913302951388,0.06785074869791667,-0.06785074869791667,-1.4735,-0.2092,0.0187,0.02112,-0.00398,0.03582,0.001078777015209198,0.0009999312460422516,0.0008899758104234934,0.0005257987650111318,0.0004999603843316436,0.0005080404225736856,0.00938471406698227,0.01124660950154066,0.011758782900869846,passive,0
0.0208,rehab,large_slow,80.22188440749949,-666.6341420026187,262.47862532750156,-177.65167088403123,0.2918699347577803,-149.85185862552555,0.3522,0.1219,-0.1734,-18.4041,-6.6486,9.9757,84.42842917867226,30.063515842551052,85.692033673277,-27.52303229437934,-89.11314222547743,-35.81669277615017,-0.05441495687654703,-0.0,0.005935064636834777,0.020726521809895832,-0.0,-0.0,-1.7332,-0.1838,0.1231,0.00704,0.00481,0.04289,0.001078777015209198,0.0009999312460422516,0.0008899758104234934,0.0005257987650111318,0.0004999603843316436,0.0005080404225736856,0.00938471406698227,0.01124660950154066,0.011758782900869846,passive,0
0.0409,rehab,large_slow,80.22155507497966,-666.634148118625,262.4785554297966,-177.6516732089957,0.2918613931878614,-149.8518947461859,-0.0484,-0.0238,-0.0021,-16.9934,-4.771,7.5153,84.42840198479077,30.063515842551052,85.69204727021774,-27.52304924858941,-89.11315070258246,-35.816684299045136,-0.0,-0.0,-0.0005438776299504951,-0.0007968478732638889,-0.06785074869791667,-0.0,-1.7442,-0.294,0.4845,-0.00677,-0.00239,0.03065,0.001078777015209198,0.0009999312460422516,0.0008899758104234934,0.0005257987650111318,0.0004999603843316436,0.0005080404225736856,0.00938471406698227,0.01124660950154066,0.011758782900869846,passive,0
0.0611,rehab,large_slow,80.22124421983861,-666.6341303953677,262.47877112769146,-177.65166356391398,0.29185479764763445,-149.8519302672242,-0.435,-0.1251,0.2006,-16.2704,-3.0324,7.0363,84.42837479090926,30.06349544713993,85.69204727021774,-27.523040771484375,-89.11315070258246,-35.8166758219401,-0.0,-0.0,0.012828713596457302,0.019794040256076388,0.06785074869791667,-0.0,-1.5996,-0.3592,0.6979,0.00013,-0.00048,0.03006,0.001078777015209198,0.0009999312460422516,0.0008899758104234934,0.0005257987650111318,0.0004999603843316436,0.0005080404225736856,0.00938471406698227,0.01124660950154066,0.011758782900869846,passive,0
0.0814,rehab,large_slow,80.21868214865938,-666.6344284508993,262.4795845573967,-177.65161408004684,0.29179845747328154,-149.8521480792416,-0.8275,-0.1869,0.4458,-16.4267,-1.4073,8.6428,84.42815723985728,30.063441059376935,85.69202007633625,-27.52303229437934,-89.11316765679253,-35.8166758219401,-0.05441495687654703,-0.0,-0.029668524713799504,-0.020472208658854168,-0.06785074869791667,-0.0,-1.4812,-0.1801,0.2182,0.03368,-0.00509,0.03361,0.001078777015209198,0.0009999312460422516,0.0008899758104234934,0.0005257987650111318,0.0004999603843316436,0.0005080404225736856,0.00938471406698227,0.01124660950154066,0.011758782900869846,passive,0
0.1012,rehab,large_slow,80.2079818817874,-666.6360953325631,262.4826475796343,-177.65138776576777,0.2916466478129391,-149.8530556502927,-1.1871,-0.1788,0.6788,-16.8307,0.1419,12.3718,84.42723944635675,30.063284694558323,85.69183651763613,-27.522964477539062,-89.1131591796875,-35.816684299045136,-0.05441495687654703,-0.05441495687654703,-0.021156839805074257,0.033543904622395836,-0.0,0.06785074869791667,-1.6821,-0.2682,0.4105,0.01315,0.00619,0.0324,0.001078777015209198,0.0009999312460422516,0.0008899758104234934,0.0005257987650111318,0.0004999603843316436,0.0005080404225736856,0.00938471406698227,0.01124660950154066,0.011758782900869846,passive,0
0.121,rehab,large_slow,80.15980855070305,-666.6446739021599,262.51576136052665,-177.64916192026558,0.2900716604011799,-149.85704705452994,-1.4395,-0.1324,0.8236,-16.1457,2.036,17.0883,84.42311957330988,30.061455906027614,85.69000093063505,-27.522023518880207,-89.11314222547743,-35.81679450141059,-0.2176666259765625,-0.05441495687654703,-0.07493953893680384,0.12457105848524305,-0.0,-0.0,-1.7046,-0.404,-0.17,-0.00231,0.00554,0.03344,0.001078777015209198,0.0009999312460422516,0.0008899758104234934,0.0005257987650111318,0.0004999603843316436,0.0005080404225736856,0.00938471406698227,0.01124660950154066,0.011758782900869846,passive,0
0.141,rehab,large_slow,80.12618261260795,-666.6500078080751,262.5383664771318,-177.6483899602594,0.289508312917126,-149.85939783954672,-1.7345,-0.0966,1.1219,-17.3871,3.5397,24.2983,84.42023702187113,30.060218584419477,85.68838969315632,-27.520116170247395,-89.11314222547743,-35.81730312771267,-0.16324487062964108,-0.10882991375309406,-0.09465510302250928,0.13570149739583334,-0.0,-0.06785074869791667,-1.5142,-0.4004,0.1126,0.01881,-0.00838,0.03897,0.001078777015209198,0.0009999312460422516,0.0008899758104234934,0.0005257987650111318,0.0004999603843316436,0.0005080404225736856,0.00938471406698227,0.01124660950154066,0.011758782900869846,passive,0
0.1613,rehab,large_slow,80.07601634637417,-666.651268687657,262.57404556525444,-177.64872979586704,0.2896554802273157,-149.8602400906612,-2.2634,-0.0408,1.8496,-23.7331,3.9101,36.2321,84.41587240389077,30.057607971795715,85.6862209811069,-27.514877319335938,-89.11313374837239,-35.820770263671875,-0.10882991375309406,-0.10882991375309406,-0.06551685899791151,0.2947828504774305,-0.0,-0.20355224609375,-1.5861,-0.3364,0.1056,0.0059,-0.00429,0.03579,0.001078777015209198,0.0009999312460422516,0.0008899758104234934,0.0005257987650111318,0.0004999603843316436,0.0005080404225736856,0.00938471406698227,0.01124660950154066,0.011758782900869846,passive,0
0.1814,rehab,large_slow,80.04387549935507,-666.6475550910784,262.5962636756644,-177.65032620473895,0.29071062197740494,-149.85946012638902,-2.7008,0.0552,2.6335,-34.1386,3.4782,50.6811,84.41303064327428,30.055575229153774,85.68490887632464,-27.50951978895399,-89.11311679416232,-35.824339124891495,-0.2176666259765625,-0.10882991375309406,-0.09987632827003404,0.3831566704644097,-0.0,-0.20355224609375,-1.4386,-0.367,-0.0481,0.02071,-0.00134,0.03632,0.001078777015209198,0.0009999312460422516,0.0008899758104234934,0.0005257987650111318,0.0004999603843316436,0.0005080404225736856,0.00938471406698227,0.01124660950154066,0.011758782900869846,passive,0
