t,trajectory_type,trajectory_variant,x,y,z,rx,ry,rz,vx,vy,vz,ax,ay,az,j1,j2,j3,j4,j5,j6,dj1,dj2,dj3,dj4,dj5,dj6,fx,fy,fz,tx,ty,tz,Mx,My,Mz,Bx,By,Bz,Kx,Ky,Kz,mode,comfort
0.0005,rehab,safe_near_limit_fast,0.0,84.42562252904679,30.034731744598467,85.85170509349861,-27.955331602218514,-89.09316277549888,0.0,-0.0101,-0.0082,0.0,0.8748,0.7257,0.0,7.115e-321,nan,0.0,3.5e-323,8.7928330031e-312,0.0,3.512700564088504e-303,0.0,5.0,7.472240660018017e-05,24.35,0.1273,-0.056,-0.4393,0.01288,0.00244,-0.00586,0.0009999999310821295,0.0008723846985958517,0.001113632577471435,0.0004999999655410647,0.0004408513486851007,0.0005541537539102137,0.009999999776482582,0.01184238214045763,0.008342183195054531,passive,1
0.0206,rehab,safe_near_limit_fast,0.0,84.42562327002675,30.03473237025898,85.85170559362528,-27.9553327488254,-89.09316279737519,0.0,-0.0039,-0.0032,0.0,0.4567,0.3769,0.0,7.115e-321,nan,0.0,2.5e-323,8.792833003177e-312,0.0,3.512700564088504e-303,0.0,5.0,3.954473157014133e-13,24.35,0.1619,-0.0201,-0.2418,0.01492,0.00226,-0.00746,0.0009999999310821295,0.0008723846985958517,0.001113632577471435,0.0004999999655410647,0.0004408513486851007,0.0005541537539102137,0.009999999776482582,0.01184238214045763,0.008342183195054531,passive,1
0.0408,rehab,safe_near_limit_fast,0.0,84.42561993618187,30.034729553938494,85.8517034115851,-27.955327656930578,-89.09316270091698,0.0,-0.0001,-0.0002,0.0,-0.3881,-0.3276,0.0,7.115e-321,nan,0.0,3.5e-323,8.792833003296e-312,0.0,3.512700564088504e-303,0.0,5.0,0.00014778305847166047,24.35,0.2296,0.0002,-0.2476,0.01159,0.00731,-0.01002,0.0009999999310821295,0.0008723846985958517,0.001113632577471435,0.0004999999655410647,0.0004408513486851007,0.0005541537539102137,0.009999999776482582,0.01184238214045763,0.008342183195054531,passive,1
0.0606,rehab,safe_near_limit_fast,0.0,84.42548028610548,30.034612579954025,85.85161047162055,-27.955113822491903,-89.09315856578081,0.0,-0.0129,-0.0109,0.0,-1.1956,-0.9998,0.0,7.115e-321,nan,0.0,3.5e-323,8.79283300338e-312,0.0,3.512700564088504e-303,0.0,5.0,0.0026819145942669344,24.35,0.2505,0.1234,-0.0117,0.0132,-0.00829,-0.00519,0.0009999999310821295,0.0008723846985958517,0.001113632577471435,0.0004999999655410647,0.0004408513486851007,0.0005541537539102137,0.009999999776482582,0.01184238214045763,0.008342183195054531,passive,1
0.0809,rehab,safe_near_limit_fast,0.0,84.42470556807427,30.033964915874435,85.85109657915122,-27.953930515846185,-89.09313561332634,0.0,-0.0436,-0.0364,0.0,-2.0267,-1.6905,0.0,7.115e-321,nan,0.0,3.5e-323,8.7928330035e-312,0.0,3.512700564088504e-303,0.0,5.0,0.009918563577480293,24.35,0.3078,0.0473,-0.2379,0.00157,0.0062,-0.01196,0.0009999999310821295,0.0008723846985958517,0.001113632577471435,0.0004999999655410647,0.0004408513486851007,0.0005541537539102137,0.009999999776482582,0.01184238214045763,0.008342183195054531,passive,1
0.1008,rehab,safe_near_limit_fast,0.0,84.42356873099786,30.033015864744325,85.85034417770949,-27.952197145356617,-89.09310191972781,0.0,-0.0878,-0.0733,0.0,-2.7477,-2.2894,0.0,7.115e-321,nan,0.0,3.5e-323,8.79283300358e-312,0.0,3.512700564088504e-303,0.0,5.0,0.01728857235030505,24.35,0.189,-0.0546,-0.2009,-0.00689,-0.00753,-0.00652,0.0009999999310821295,0.0008723846985958517,0.001113632577471435,0.0004999999655410647,0.0004408513486851007,0.0005541537539102137,0.009999999776482582,0.01184238214045763,0.008342183195054531,passive,1
0.1207,rehab,safe_near_limit_fast,0.0,84.42174709183479,30.03149641326339,85.84913988331026,-27.94942225276196,-89.0930479194327,0.0,-0.1579,-0.1316,0.0,-3.6451,-3.0294,0.0,7.115e-321,nan,0.0,3.5e-323,8.792833003657e-312,0.0,3.512700564088504e-303,0.0,5.0,0.02669504442957891,24.35,0.1109,0.05,0.0375,-0.01307,-0.00247,-0.00682,0.0009999999310821295,0.0008723846985958517,0.001113632577471435,0.0004999999655410647,0.0004408513486851007,0.0005541537539102137,0.009999999776482582,0.01184238214045763,0.008342183195054531,passive,1
0.141,rehab,safe_near_limit_fast,0.0,84.41737715995029,30.027854524141954,85.84625295557967,-27.942770730650764,-89.09291835933746,0.0,-0.2379,-0.1982,0.0,-4.7103,-3.9078,0.0,7.115e-321,nan,0.0,3.5e-323,8.792833003775e-312,0.0,3.512700564088504e-303,0.0,5.0,0.044623120660343546,24.35,0.1672,0.1943,0.0681,0.01599,-0.00221,-0.00465,0.0009999999310821295,0.0008723846985958517,0.001113632577471435,0.0004999999655410647,0.0004408513486851007,0.0005541537539102137,0.009999999776482582,0.01184238214045763,0.008342183195054531,passive,1
0.161,rehab,safe_near_limit_fast,0.0,84.4131365743134,30.02432301703698,85.84345197232346,-27.936319155312304,-89.09279262556434,0.0,-0.3432,-0.2857,0.0,-5.3964,-4.4793,0.0,7.115e-321,nan,0.0,3.5e-323,8.792833003854e-312,0.0,3.512700564088504e-303,0.0,5.0,0.059120748708608964,24.35,0.1711,-0.0578,-0.8222,0.02652,0.00184,0.00493,0.0009999999310821295,0.0008723846985958517,0.001113632577471435,0.0004999999655410647,0.0004408513486851007,0.0005541537539102137,0.009999999776482582,0.01184238214045763,0.008342183195054531,passive,1
0.1807,rehab,safe_near_limit_fast,0.0,84.40260966057086,30.01556393809593,85.83649610693126,-27.920308544272157,-89.09248050010082,0.0,-0.4512,-0.3753,0.0,-5.845,-4.8694,0.0,7.115e-321,nan,0.0,3.5e-323,8.792833003993e-312,0.0,3.512700564088504e-303,0.0,5.0,0.08939182866966,24.35,0.22,-0.0223,-0.281,0.01872,-0.00317,-0.00331,0.0009999999310821295,0.0008723846985958517,0.001113632577471435,0.0004999999655410647,0.0004408513486851007,0.0005541537539102137,0.009999999776482582,0.01184238214045763,0.008342183195054531,passive,1
