t,trajectory_type,trajectory_variant,x,y,z,rx,ry,rz,vx,vy,vz,ax,ay,az,j1,j2,j3,j4,j5,j6,dj1,dj2,dj3,dj4,dj5,dj6,fx,fy,fz,tx,ty,tz,Mx,My,Mz,Bx,By,Bz,Kx,Ky,Kz,mode,comfort
0.0005,rehab,danger_boundary_spike,156.1792266826,-667.0024592147,125.998079927,-177.3962503609,0.1419703158,-149.9896798861,-15.0491,3.3201,73.8019,-1267.6733,-6.1682,977.3611,73.1258541597,24.3917360958,78.1426124504,-16.3083079942,-89.219669822,-45.2958510011,2.2551208455,3.3996288391,1.4694488053,-12.6123326486,4.3208426787,10.9340081169,22.2991,-5.4777,-5.9513,-0.03033,-0.10683,0.13728,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.0205,rehab,danger_boundary_spike,155.7391788524,-666.9425768011,127.6426671389,-177.3866304097,0.1443207885,-149.9884473259,-28.9557,2.6682,90.6569,-122.991,-59.0235,708.1371,73.1646077548,24.4688175453,78.2134579412,-16.4889445327,-89.1685481815,-45.1256862925,1.6202386685,4.3085161136,5.6151002839,-5.451321206,0.7913213709,6.0824627425,20.7308,-5.5614,-5.7155,-0.04457,-0.10786,0.125,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.0405,rehab,danger_boundary_spike,155.020998177,-666.895732717,129.6243539948,-177.3891516169,0.1437911049,-149.9842648158,-19.9687,0.9591,102.1274,130.7525,-95.2816,453.3538,73.1906637064,24.5640767403,78.3672164617,-16.5263608424,-89.1880169671,-45.0525524914,4.7393800552,1.7258885046,3.9875511628,-5.4753118726,-2.1457636433,3.5521637166,22.265,-5.8287,-5.6755,-0.03764,-0.10296,0.12928,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.0605,rehab,danger_boundary_spike,154.9404304761,-666.9042111987,131.7277613312,-177.3903407033,0.144511586,-149.9878773588,-23.7256,-1.1431,108.791,-386.1069,70.7589,432.7433,73.354182957,24.5378530855,78.3729599878,-16.7079570076,-89.2543787272,-44.9835997438,7.5260234665,2.5522222306,2.9936390758,-5.8455220387,0.124962903,2.6201287414,23.5872,-6.3604,-5.3808,-0.03176,-0.10623,0.14312,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.0805,rehab,danger_boundary_spike,154.0719736713,-666.9414567363,133.9759940947,-177.3932877536,0.1437606837,-149.9867823307,-35.413,3.7895,119.4371,-234.9196,112.9706,172.4385,73.4917046451,24.6661656295,78.4869620247,-16.760181724,-89.183018451,-44.9477473417,6.3070889187,3.3707988316,6.5329387768,-4.1742504227,-1.3799505144,4.624463171,22.1266,-5.7251,-4.8298,-0.03096,-0.09907,0.13642,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.1005,rehab,danger_boundary_spike,153.5239111333,-666.752631423,136.5052447869,-177.3871844767,0.1416683642,-149.9817309917,-33.1224,3.3757,115.6885,-132.5088,-93.1945,-55.0631,73.6064665138,24.6726850388,78.6342775388,-16.8749270245,-89.3095767478,-44.798621217,2.8832826265,0.6397232672,4.88029487,-7.119530714,1.028668818,6.9841514227,22.476,-5.7987,-4.6717,-0.03323,-0.0923,0.13953,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.1205,rehab,danger_boundary_spike,152.7470777367,-666.8064278313,138.6035357361,-177.3943488079,0.1433886518,-149.9865927642,-40.7133,0.0617,117.2346,-263.2034,12.7247,361.804,73.6070359501,24.6917545602,78.6821738195,-17.0449629525,-89.1418716983,-44.6683812848,4.6541032748,2.7076849819,3.0385840592,-6.7347071426,3.3216047024,4.4974618839,22.8709,-6.1254,-4.6499,-0.04147,-0.09515,0.13926,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.1405,rehab,danger_boundary_spike,151.8953776428,-666.750162919,141.1946273511,-177.3905516775,0.147134118,-149.9827011741,-43.6505,3.8847,130.1607,97.9764,73.6606,444.6265,73.7926306448,24.780992438,78.7558209012,-17.1443153102,-89.1767125597,-44.6187227416,7.3698156749,4.4298394027,3.4308613055,-4.9897484979,-1.3714411907,4.2053918501,21.5722,-6.0441,-4.5958,-0.04631,-0.0918,0.12612,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.1605,rehab,danger_boundary_spike,151.0010563717,-666.6510394748,143.8099637715,-177.3899896073,0.147402362,-149.9813501098,-36.7943,3.0081,135.0196,1.7871,-29.3858,200.0145,73.9018285771,24.8689481363,78.8194082718,-17.2445528924,-89.1967293459,-44.5001656108,5.1019302441,3.202649857,0.625208392,-6.5741151013,2.4106391846,7.3000173539,21.3518,-5.2153,-4.1338,-0.03862,-0.09328,0.13118,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.1805,rehab,danger_boundary_spike,150.4236063627,-666.6298374184,146.595412254,-177.3877562928,0.1425830492,-149.9859576891,-43.5791,2.7093,138.1613,-3236.7637,3.8972,7785.2643,73.9967078545,24.9090984323,78.7808292369,-17.4072799143,-89.0802869923,-44.3267220475,5.235237944,3.0383156577,2.8884206923,-9.7357774957,-0.5992085653,4.2158646353,21.6199,-6.0026,-3.9431,-0.04085,-0.09887,0.1351,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.2005,rehab,danger_boundary_spike,149.2578943509,-666.5426684567,149.3364150708,-177.3926076158,0.1451339779,-149.9906363525,-166.2648,3.164,446.4302,-3082.1987,-26.7561,7587.3422,74.1112380949,24.9904807626,78.9349450995,-17.6339839923,-89.2206976885,-44.3315310254,20.6073917368,14.8801906047,15.5166568179,-22.2696260955,-3.3781493585,16.9376248111,24.9226,-6.8539,-4.9498,-0.04721,-0.10334,0.15084,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.2205,rehab,danger_boundary_spike,143.7730131871,-666.5032763695,164.4526200301,-177.3885565209,0.1434783828,-149.9822268587,-166.867,1.639,441.655,2750.5657,-21.9328,-7944.3463,74.821003524,25.5043060565,79.4014955096,-18.2980649581,-89.2154129666,-43.649217055,21.8245616318,9.6997256921,14.7150960268,-18.6522135508,1.8043491559,20.6267208195,23.9131,-6.3237,-3.5114,-0.05424,-0.07506,0.14974,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.2405,rehab,danger_boundary_spike,142.5832144847,-666.4771072353,167.0026139304,-177.388889387,0.1469964874,-149.9814348475,-56.2422,2.2867,128.6563,2781.9613,12.9071,-7546.7195,74.9842205602,25.3784697903,79.5235489405,-18.3800725343,-89.1485237223,-43.5064621926,7.3628363971,-1.2902816443,5.9524957501,-7.8801448355,1.7376919429,6.0509213315,21.9389,-5.1762,-2.3341,-0.04806,-0.07893,0.1248,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.2605,rehab,danger_boundary_spike,141.523325157,-666.4118077543,169.5988738051,-177.3861054908,0.1489791015,-149.986427839,-55.5885,2.1553,139.7862,-10.5229,-25.4287,474.091,75.1155169799,25.4526947907,79.6395953396,-18.6132707515,-89.1459052889,-43.4071802018,7.6869302456,4.8902616618,3.4191790444,-9.3140371505,0.919103637,4.9848803314,21.3262,-5.7092,-2.2412,-0.03958,-0.08408,0.12532,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.2805,rehab,danger_boundary_spike,140.3596727038,-666.3908947338,172.5940616437,-177.3893278753,0.1414719151,-149.9790920515,-56.6631,1.2696,147.62,-45.8212,23.7845,90.8453,75.29169777,25.5740802568,79.6603161023,-18.7526340203,-89.1117595768,-43.3070669793,6.1770382758,3.500656583,4.1357884301,-8.1990359498,-1.1461864461,7.6867837702,19.9424,-4.8765,-2.019,-0.05145,-0.07717,0.11597,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
0.3005,rehab,danger_boundary_spike,139.2568005156,-666.3610251013,175.5036731354,-177.3889601054,0.1426843113,-149.9856548513,-57.4214,3.1067,143.42,-364.6937,26.0867,-112.3369,75.3625985109,25.592721054,79.8050268768,-18.9412321895,-89.1917527468,-43.0997088509,6.8565402542,4.2513133659,5.8622492564,-5.7288207837,-1.8445646717,6.2747838925,21.4857,-5.8654,-1.9839,-0.04307,-0.07104,0.13591,0.0021,0.002,0.00218,0.00165,0.00172,0.0016,0.041,0.0435,0.045,passive,2
