t,trajectory_type,trajectory_variant,x,y,z,rx,ry,rz,vx,vy,vz,ax,ay,az,j1,j2,j3,j4,j5,j6,dj1,dj2,dj3,dj4,dj5,dj6,fx,fy,fz,tx,ty,tz,Mx,My,Mz,Bx,By,Bz,Kx,Ky,Kz,mode,comfort
0.0012,rehab,safe_midrange_fast,80.21023542704785,-666.6361074900034,262.4729693450893,-177.67221198028315,0.3042756385179173,-149.77758646637216,0.8168,0.1937,-0.5003,-26.6987,-7.0628,17.3626,84.42730743106048,30.066330409286046,85.67872906675433,-27.486512925889755,-89.11293877495659,-35.89181688096788,-0.0,-0.0,-0.007593891408183787,-0.027364095052083332,0.06785074869791667,-0.0,3.5429,2.4185,1.6565,0.00453,0.01628,-0.05456,0.0011708819074556231,0.0010010027326643467,0.0011417509522289038,0.00044762957259081304,0.000502525654155761,0.0004279237473383546,0.008696045726537704,0.009902416728436947,0.011168004013597965,passive,0
0.0217,rehab,safe_midrange_fast,80.21021809736736,-666.6361117723106,262.4732224165228,-177.67215366566327,0.3042755680563384,-149.77760082315214,0.5521,0.1235,-0.3489,-24.0998,-5.9987,16.248,84.42730063259012,30.066310013874922,85.67873586522471,-27.486546834309895,-89.11290486653645,-35.891808403862846,-0.0,-0.0,-0.018988127755646657,-0.030356513129340276,0.06785074869791667,-0.0,3.3833,2.4633,1.3267,0.00569,0.0076,-0.05385,0.0011708819074556231,0.0010010027326643467,0.0011417509522289038,0.00044762957259081304,0.000502525654155761,0.0004279237473383546,0.008696045726537704,0.009902416728436947,0.011168004013597965,passive,0
0.0416,rehab,safe_midrange_fast,80.21032770465293,-666.6361097494716,262.4735437003663,-177.67212308347277,0.30427510194125806,-149.77761022460797,0.0548,0.0026,-0.0401,-19.3075,-3.9513,14.3317,84.42730743106048,30.0662896184638,85.67872226828396,-27.48653835720486,-89.11288791232639,-35.89179144965278,-0.0,-0.0,0.02546027155205755,0.030644734700520832,-0.06785074869791667,-0.0,3.1834,2.4172,1.8884,-0.00857,0.01524,-0.05673,0.0011708819074556231,0.0010010027326643467,0.0011417509522289038,0.00044762957259081304,0.000502525654155761,0.0004279237473383546,0.008696045726537704,0.009902416728436947,0.011168004013597965,passive,0
0.0616,rehab,safe_midrange_fast,80.21039203017408,-666.6360772531519,262.4739523355035,-177.67205369504904,0.3042667344982505,-149.7776092631972,-0.3996,-0.0846,0.2934,-15.596,-2.0733,13.3144,84.42730743106048,30.06625562611193,85.67872906675433,-27.486572265625,-89.11285400390625,-35.89179144965278,-0.0,0.05441495687654703,-0.00015636481861076732,0.016242133246527776,-0.0,-0.0,3.2491,2.2923,1.7792,0.01006,0.01667,-0.04998,0.0011708819074556231,0.0010010027326643467,0.0011417509522289038,0.00044762957259081304,0.000502525654155761,0.0004279237473383546,0.008696045726537704,0.009902416728436947,0.011168004013597965,passive,0
0.0814,rehab,safe_midrange_fast,80.20989225075529,-666.6359031609816,262.4754657290408,-177.67194031759047,0.3042059194622134,-149.77765573039696,-0.7835,-0.1323,0.6328,-13.346,-0.5055,13.3817,84.42725984176786,30.066126455174814,85.67872226828396,-27.486563788519966,-89.11283704969618,-35.89179144965278,-0.0,-0.0,0.002753380501624381,0.027126736111111112,0.06785074869791667,-0.0,3.2557,2.2715,2.4294,0.02151,0.01501,-0.05288,0.0011708819074556231,0.0010010027326643467,0.0011417509522289038,0.00044762957259081304,0.000502525654155761,0.0004279237473383546,0.008696045726537704,0.009902416728436947,0.011168004013597965,passive,0
0.1014,rehab,safe_midrange_fast,80.20563147819112,-666.6356399986546,262.48228111988226,-177.67147179776842,0.3038793481994898,-149.77803509396603,-0.9909,-0.1234,0.9779,-11.9969,0.615,13.5858,84.42688592589728,30.065582577544863,85.67862708969872,-27.486495971679688,-89.11282857259114,-35.891782972547745,-0.05441495687654703,-0.05441495687654703,-0.010483241317295793,0.0003136528862847222,-0.06785074869791667,-0.0,3.3463,2.0825,2.3837,0.03504,0.00794,-0.05923,0.0011708819074556231,0.0010010027326643467,0.0011417509522289038,0.00044762957259081304,0.000502525654155761,0.0004279237473383546,0.008696045726537704,0.009902416728436947,0.011168004013597965,passive,0
0.1213,rehab,safe_midrange_fast,80.18565527513664,-666.6379273522159,262.5021859823327,-177.67002475186823,0.30285875705155896,-149.77972102075142,-1.1582,-0.0627,1.2887,-11.1171,1.7839,14.8428,84.42516591289255,30.064250077351485,85.67796083960202,-27.48626708984375,-89.11281161838107,-35.891808403862846,-0.16324487062964108,-0.10882991375309406,-0.08667369880298577,0.0003475613064236111,-0.0,-0.0,3.4918,2.1091,3.1612,0.04012,0.00648,-0.06523,0.0011708819074556231,0.0010010027326643467,0.0011417509522289038,0.00044762957259081304,0.000502525654155761,0.0004279237473383546,0.008696045726537704,0.009902416728436947,0.011168004013597965,passive,0
0.1416,rehab,safe_midrange_fast,80.11961021868352,-666.6465539497838,262.5511604791378,-177.66748541745147,0.30114389872615854,-149.7847016002405,-1.352,-0.0019,1.4476,-12.9389,2.9721,19.5603,84.4194755931892,30.061211161094135,85.67543860709313,-27.483749389648438,-89.11270989312065,-35.89247809516059,-0.2176666259765625,-0.10882991375309406,-0.10255492559754022,0.13570149739583334,-0.0,-0.13570149739583334,2.4374,1.7316,1.5213,-0.00463,0.01568,-0.04289,0.0011708819074556231,0.0010010027326643467,0.0011417509522289038,0.00044762957259081304,0.000502525654155761,0.0004279237473383546,0.008696045726537704,0.009902416728436947,0.011168004013597965,passive,0
0.1617,rehab,safe_midrange_fast,80.08046967959402,-666.6490903226254,262.59460551238544,-177.66625191764976,0.300406149772174,-149.78544100795756,-1.7311,0.0435,1.8718,-20.591,3.3549,28.3107,84.41659984022084,30.058994859752087,85.67360302009205,-27.480799357096352,-89.11257425944011,-35.89442782931857,-0.16324487062964108,-0.16324487062964108,-0.14116343885365099,0.2569495307074653,-0.0,-0.20355224609375,2.0721,1.1973,-0.0698,-0.02069,0.00836,-0.03555,0.0011708819074556231,0.0010010027326643467,0.0011417509522289038,0.00044762957259081304,0.000502525654155761,0.0004279237473383546,0.008696045726537704,0.009902416728436947,0.011168004013597965,passive,0
0.1814,rehab,safe_midrange_fast,80.06127955932189,-666.6422510495623,262.64466142349283,-177.6662238602308,0.3005112402821077,-149.78276447791865,-2.1494,0.0834,2.428,-32.8235,2.8154,39.2916,84.41428156182317,30.054276721312267,85.67080205029781,-27.473373413085938,-89.11231146918402,-35.89948018391927,-0.05441495687654703,-0.16324487062964108,-0.08968542117883663,0.4043663872612847,0.06785074869791667,-0.2714114718967014,1.7806,0.9413,0.1124,-0.01439,0.00721,-0.03239,0.0011708819074556231,0.0010010027326643467,0.0011417509522289038,0.00044762957259081304,0.000502525654155761,0.0004279237473383546,0.008696045726537704,0.009902416728436947,0.011168004013597965,passive,0
